Company Name,Latitude,Longitude,Address,City,State,Country,Industry,Revenue,Website,Phone,Email,Potential,Company Type,Product Category,Product Name,Employee,Employee Details
orbit textile mills pvt ltd,10.6784928,77.0380281,"Survey No. 337 & 338, Neelipalayam, Puliampatti, Nochikuttai Post Puliampatti-642002 Coimbatore Tamil Nadu",Panickampatti,Tamil Nadu,India,Textile,,no website,"04259-293744 / 0-98430 81658/ 0-94869 70122, 9843081658/9486970122",,,,,,"""person 1 name=Sasivarnan, Nachimuthu Velusamy, Chinnasamy Ramesharavind, person 1 role=Director, Director, Director, person 1 number=, person 1 email=""",
orion conmerx pvt ltd,28.506127,77.06916,90 Udyog Vihar Phase 1 Gurgaon-122016 Gurgaon Haryana,Gurugram,Haryana,India,Textile,,http://www.orionfashion.com,"0124 421 6060/0-98100 82170 / 9810572211, 9810082170/9810572211","contact@orionfashion.com, pawan_kumar@orionfashion.com",,,,,"""person 1 name=Shruti Mangla, Puneet Mangla, person 1 role=Director, Director, person 1 number=, person 1 email=""",
orito polyfab pvt ltd,23.5555441,73.0360633,"Survey No. 128/129 Agiyol Village Desasan Road, NH8, Himmat Nagar Himatnagar-383001 Sabarkantha Gujarat",,Gujarat,India,Textile,,https://www.oritopolyfab.com,"0-99251 52852, 9925152852",oritopolyfab@gmail.com,,,,,"""person 1 name=Manubhai Vasantbhai Patel, Dineshkumar Kantibhai Patel, Arvindkumar Manilal Patel, Sandipkumar Ramanlal Patel, Dineshkumar Ambalal Patel, person 1 role=Director, Director, Director, Director, Director, person 1 number=, person 1 email=oritopolyfab@gmail.com""",
oswal fashion pvt ltd,30.9493817,75.827584,"Opp Dada Motor Petrol Pump, West GT Road, Jalandhar Bye Pass Road Ludhiana-141008 Ludhiana Punjab",Ludhiana,Punjab,India,Textile,,no website,"0161-4699900 /0-98761 01111/0-92168 69021/0-92163 03333, 9876101111/921",oswalfashions@gmail.com,,,,,"""person 1 name=Rajesh Kalia, Vikas Jain, person 1 role=Director, Director, person 1 number=, person 1 email=oswalfashions@gmail.com""",
oswal knit india ltd,30.8868261,75.9455184,"Vardhman Park, Chandigarh Road Ludhiana-141123 Ludhiana Punjab",Ludhiana,Punjab,India,Textile,,no website,"0161-2685 301-305, 6629888, 6629990",info@vpl.in,,,,,"""person 1 name=Sanjeev Jain, Hemant Kalia, Surinder Vig Kumar, Jangi Lal Oswal, person 1 role=Director, Director, Director, Director, person 1 number=, person 1 email=""",
oswal woollen mills ltd,23.4903825,77.0593246,"Plot No. 87, Industrial Area Pillukhedi Village, Kurawar P.O. Kurawar-465667 Rajgarh Madhya Pradesh",Pilu Khedi,Madhya Pradesh,India,Textile,,https://owmnahar.com,0-62616 01888,csowm@owmnahar.com,,Manufacturer,Textiles|Yarns|Fabrics|Knitwears|Garments|Sugar|Polyfilms|Financial Services,Woollen products|Pullovers|Cardigans|Shirts|Coats|Baby Suites|Mufflers|Shawls|Blankets|Knitting Wool|Cotton/Blended Knitted Hosiery|T Shirts|Ladies Tops|Winter Thermals|Tracksuits|Jackets|Hoodies|Yarn|Woven Fabric|Denims|Sugar|BOPP film,"""person 1 name=Sandeep Bhatia, Jawahar Lal Oswal, Sandeep Jain, Dinesh Oswal, Rishabh Oswal, Roshan Lal Behl, Manisha Gupta, person 1 role=, Director, Director, Director, Director, Director, Director, person 1 number=0-62616 01888, person 1 email=csowm@owmnahar.com""",
otto clothing pvt ltd,13.0471614,80.2349285,"No 30 Harmony Building 3rd Floor, Bazullah Road, T Nagar Chennai-600017 Chennai Tamil Nadu",Chennai Corporation,Tamil Nadu,India,Textile,,https://ottostore.com,044-4968 3333/4968 3344,"hello@ottostore.com, franchise@ottostores.com, kk_iaudit@yahoo.co.in",,Retail,Menswear|Apparel|Innerwear|Comfortwear|Essentials,Shirts|T Shirts|Trousers|Denim|Cargos|Innerwear|Briefs|Trunks|Vests|Boxer Shorts|Loungewear|Perfume|Deodorant|Bodymist|Talcum,"""person 1 name=Sadayandi Pothiraj, Sadayandi Mahesh, Sadayandi Ramesh, Sadayandi Murugesh, Sadayandi Ashok, person 1 role=Director, Director, Director, Director, Director, person 1 number=, person 1 email=kk_iaudit@yahoo.co.in""",
ozone p b spintex ltd,23.0484209,72.5289164,"206, Milestone, Near Drive In Cinema Drive In Road, Thatlej Ahmedabad-380054 Ahmedabad Gujarat",,Gujarat,India,Textile,,http://www.ozonepbspintex.com,079 4030 8465,parag@ozoneindiagroup.comparag@ozoneindiagroup.com,,,,,"""person 1 name=Jayeshkumar Kantilal Patel, Deepak Manilal Patel, Dharmendra Arvindkumar Shah, Yogeshkumar Popatlal Patel, person 1 role=Director, Director, Director, Director, person 1 number=, person 1 email=parag@ozoneindiagroup.comparag@ozoneindiagroup.com""",
p k laxmi mill pvt ltd,10.361965,77.9735844,"Edikampatti Post, Vasasendhur Dindigul-624001 Dindigul Tamil Nadu",Dindigul,Tamil Nadu,India,Textile,,https://p.k.laxmimill.sites.google.com,"8760878949, 8760878949",pkpngroupofmills@gmail.com,,,,,"""person 1 name=P K Ganesh, Jayagopal Thiruvadhanan, Palanivelappagounder Kulandaivelu Jayag, Jayagopal Lakshmidharan, person 1 role=, Director, Director, Director, person 1 number=8760878949, person 1 email=pkpngroupofmills@gmail.com""",
p m textiles india pvt ltd,11.2683686,78.1491154,"Kadhapalli Road Kadhapalli, Namakkal-637003 Namakkal Tamil Nadu",Bommampatty,Tamil Nadu,India,Textile,,no website,"0-90039 27303, 9003927303",pmtexindia@gmail.com,,,,,"""person 1 name=Sumathi, Karupanagounder Balasubramaniam, Palanivelu Nallammal, Palanivelu Muralidharan, Vaiyapuri Nallaiyagounder, person 1 role=Director, Director, Director, Director, Director, person 1 number=, person 1 email=pmtexindia@gmail.com""",
p n textile mills pvt ltd,11.2613061,77.947727,"SF No - 593, Koundipalayam Nallur, Paramathy Velur Kavundipalayam-637203 Namakkal Tamil Nadu",Paramathi,Tamil Nadu,India,Textile,,https://pntextiles.in,"0-7373012034, 7373012034",pntmanager@gmail.com,,,,,"""person 1 name=Natrajan Ramesh, Natarajan Prabhuram, K Devarajan, person 1 role=Director, Director, Production Manager, person 1 number=0-7373012034, person 1 email=pntex@gmail.com, pntmanager@gmail.com""",
p v spinning mill india pvt ltd,12.9148486,79.0638352,"Kovai Main Road, Vinnapalli Sathyamangalam Sathyamangalam-632114 Vellore Tamil Nadu",Vellore,Tamil Nadu,India,Textile,,no website,"0416-263 166 / 0-98427 65214 / 0-98427 69594, 9842765214/9842769594",pvspinningmill@yahoo.com,,,,,"""person 1 name=Kolandapalayam Palanisamy Venkatachal, Kolandapalayam Palanisamy Karunamoor, person 1 role=Director, Director, person 1 number=, person 1 email=pvspinningmill@yahoo.com""",
page garment exports pvt ltd,12.8959841,77.6206,"63/5 Ground Floor, Devarachikkanahalli Road,, Bommanahalli Bommanahalli-560068 Bangalore Karnataka",Bengaluru,Karnataka,India,Textile,,no website,080 -4074 9999,nagendra@pagegarments.com,,,,,"""person 1 name=Sanjeev Naraindas Genomal, Rohan Genomal, Shahendar Ramesh Genomal, person 1 role=Director, Director, Director, person 1 number=, person 1 email=nagendra@pagegarments.com""",
page industries ltd,12.93444,77.694304,"Umiya Business Bay-Tower-1, 7th Floor, Cessna Business Park, Kadubeesanahalli, Varthur Hobli, Bangalore-560103 Bangalore Karnataka",Bengaluru,Karnataka,India,Textile,,https://www.page-industries-ltd.com,"080-40476868, 25732952","care@jockeyindia.com, careers@jockeyindia.com, franchisee@jockeyindia.com",,,,,"""person 1 name=Rukmani Menon, Varun Berry, Venkatasubramaniyam Ganesh, Ramesh Valiram Genomal, Sunder Genomal, Gururaj Purushottam Albal, person 1 role=Director, Director, Director, Director, Director, Director, person 1 number=, person 1 email=investors@jockeyindia.com""",
pal fashions pvt ltd,19.1054018,72.885827,"104 New Tejpal Premises Andheri Kurla Road, Saki Naka Uran-400702 Navi Mumbai Maharashtra",Mumbai,Maharashtra,India,Textile,,https://palfashions.com,022 66959999,accounts@palfashions.com,,Manufacturer|Exporter,Textiles|Apparels,Schiffli Embroidery Fabric|Multihead Embroidery Fabric|Dyed Fabric|Digitally Printed Fabric|Apparel,"""person 1 name=Charanpreet Singh Ascharj Singh Ahuja, Arjun Singh Arvinder Singh Ahuja, Arvinder Singh Ascharj Singh Ahuja, person 1 role=Director, Director, Director, person 1 number=, person 1 email=accounts@palfashions.com""",
palani andavar mills pvt ltd,10.5892078,77.2462628,236 Dhally Road Udumalapet Udumalpet-642126 Udumalapet Coimbatore Tamil Nadu,Udumalaippettai,Tamil Nadu,India,Textile,,https://palaniandavarmills.com,0-94420 08378,pamudt@gmail.com,,,,,"""person 1 name=V Sridhar, Ramaswamy Mahendran, Girija Parthasarathy, person 1 role=, Director, Director, person 1 number=0-94420 08378, person 1 email=pamudt@gmail.com""",
palani vijay cottspin pvt ltd,10.9997466,77.0002531,"68 Krishnaswamy Nagar 30 Feet Road, Ramanathapuram Ramanathapuram-641045 Coimbatore Tamil Nadu",Coimbatore,Tamil Nadu,India,Textile,,https://palanivijaycottspin.com,04545 - 245006 /94433 41182/0-97863 29390,"ho@palanivijay.com, accounts@palanivijay.com, ed@palanivijay.com",,,,,"""person 1 name=Rajagopal Krishnasamy, Baskar Subbarayalu, Subramani Ramasamy Naicker, Maniyakulam Sellappa Gounder Palanich, Appasamy Ramalinga Appasamy, R Pitchaimani, person 1 role=Director, Director, Director, Director, Director,, person 1 number=0-97863 29390, person 1 email=pvcspl@yahoo.co.in""",
palanimuthu textiles pvt ltd,11.1158991,77.0641105,Survey No. 613 Thutharipalayam Palladam-Dharapuram Road Kallipalayam-641107 Coimbatore North Coimbatore Tamil Nadu,,Tamil Nadu,India,Textile,,no website,0-98401 52627,ppbalaji79@gmail.com,,,,,"""person 1 name=P Balaji, Palaniappan Pichai, Balaji Abirami Sundari, person 1 role=, Director, Director, person 1 number=0-98401 52627, person 1 email=ppbalaji79@gmail.com""",
paliwal fibres pvt ltd,29.4223229,76.9702131,"Plot No.148, Sector 25, HUDA art-1, G T Road Panipat-132103 Panipat Haryana",Panipat,Haryana,India,Textile,,no website,0180 409 1400 /2600 805 /,avinashpaliwal@abhitex.com,,,,,"""person 1 name=Rani Paliwal, Avinash Chander Sharma, person 1 role=Director, Director, person 1 number=, person 1 email=avinashpaliwal@abhitex.com""",
pallavaa textiles pvt ltd,11.369206,77.7459728,"23 C, Sankari Main Road, Pallipalayam Pallipalayam-638006 Namakkal Tamil Nadu",Pallipalayam,Tamil Nadu,India,Textile,,https://pallavaagroup.com,"04288 245525, 245801 /094891 62490, 9489162490","info@pallavaagroup.com, durai@pallavaagroup.com",,,,,"""person 1 name=Durai Palanisamy, V S Palanisamy, person 1 role=Director,, person 1 number=0-97882 90650, person 1 email=durai@pallavaagroup.com""",
pallavada technical textiles park pvt ltd,11.3793445,77.4300866,"S No: 434, Gurumandhur High Road, Kolapalur Post, Gobi Kolappalur-638456 Erode Tamil Nadu",Kolappalur,Tamil Nadu,India,Textile,,no website,"0-99659 32828, 9965932828",pttpindia@gmail.com,,,,,"""person 1 name=Konampatti Govindaraj Ganeshan, Sudha, Milton Ambrose John, Ramalingam Ramasamy Chandrasekaran, Baskaran Mallika, Mahesh, person 1 role=Director, Director, Director, Director, Director, Director, person 1 number=, person 1 email=pttpindia@gmail.com""",
pallipalayam spinners pvt ltd,11.3611939,77.7537913,"14-A, Sankari Bye Pass Road Pallipalayam Pallipalayam-638006 Namakkal Tamil Nadu",Pallipalayam,Tamil Nadu,India,Textile,,no website,"0 4288 240924, 242451","slm_pslspgof@sancharnet.in, pspladminoff@gmail.com",,,,,"""person 1 name=Pachakgounder Palaniappan Nagarajan, Kulandaivelu Ashokkumar, Sairam Karthikeyan, Alok Khemka, person 1 role=Director, Director, Director, Director, person 1 number=, person 1 email=pspladminoff@gmail.com""",
palmar mills pvt ltd,10.260603,77.8404414,"Laxmipuram, SithayanKottai Sithayankottai-624708 Dindigul Tamil Nadu",Sithayankottai,Tamil Nadu,India,Textile,,no website,"0-9443256314, 9443256314","palmar@vkpindia.com, palmarmills@gmail.com",,,,,"""person 1 name=Perumal Chettiar Gopalaswamy, Perumalchettiar Mari Chettiar, Rameshkumar, N Arumugam, person 1 role=Director, Director, Director, Factory Manager, person 1 number=9443256314, person 1 email=palmarmills@gmail.com, palmar@vkpindia.com""",
palsana textile park pvt ltd,21.0918019,72.9139634,Vadadala and Baleshwar Palsana Tehsil Vadadala- Palsana Surat Gujarat,Sachin,Gujarat,India,Textile,,no website,"0-7069084980, 7069084980",umesh.shroff@ptplsurat.com,,,,,"""person 1 name=Rajendrasinh Rathod, person 1 role=, person 1 number=0-7069084980, person 1 email=umesh.shroff@ptplsurat.com""",
pan tex nonwoven pvt ltd,22.2838798,70.7730416,"C-801 Imperial Heights, Opp. Big Bazar, 150 Ft. Ring Road, Rajkot-360005 Rajkot Gujarat",,Gujarat,India,Textile,,https://pantex.in,"0-99252 33336, 0-99252 33336","contact@pantex.in, chiragpan@gmail.com",,Manufacturer,Nonwoven Fabrics|Specialty Fabrics,Spunbond Fabric (S / SS / SSS)|Spunmelt Fabric (SSMMS)|Meltblown Fabric (M / MM)|Specialty Treated Fabrics|Botanical Specialty Fabrics,"""person 1 name=Nidhey Arvindkumar Pan, Arvindkumar Parshotambhai Pan, Chirag Mansukhbhai Pan, person 1 role=Director, Director, Director, person 1 number=, person 1 email=chiragpan@gmail.com""",
pandian textile mills pvt ltd,10.6163755,77.9403795,"Karur Road, Kasipalayam Kasipalayam-624711 Dindigul Tamil Nadu",Kasipalayam,Tamil Nadu,India,Textile,,https://pandiantextiles.com,"0-94433 18304, 9443318304",cholatex2014@gmail.com,,,,,"""person 1 name=S Kuppuswamy, person 1 role=Manager, person 1 number=0-9442034113 / 9442034113, person 1 email=""",
pappai exports,11.0534178,77.3263478,"SF No.100, Palladam Road, Arulpuram Arulpuram-641605 Coimbatore Tamil Nadu",Palladam,Tamil Nadu,India,Textile,,https://www.paappaiexports.com,0421 -2219456,paappaiexports@gmail.com,,,,,"""person 1 name=Suriya Narayanan, Pradeep, Velusamy, person 1 role=Partner, Partner, CEO, person 1 number=0-99655 56811, 0-98424 04599, 0-996555 56807, person 1 email=""",
paragaon apparels pvt ltd,28.5341192,77.4051592,"B-59, Hosiery Complex, Phase-II Extn., Noida-201305 Gautam Buddha Nagar Uttar Pradesh",Noida,Uttar Pradesh,India,Textile,,no website,0120 493 22 00,"info@paragonapparels.co.in, sidharth.baid@paragonapparels.com, roshan@paragonapparels.com, finance@paragonapparels.com",,,,,"""person 1 name=Roshan Baid, Tarun Baid, Aakash Jain, Rohit Aneja, Sidharth Baid, person 1 role=Director, Director, Director, Director, Director, person 1 number=, person 1 email=roshan@paragonapparels.com, tarunbaid@paragonapparels.com, aakash.jain@paragonapparels.com, rohit.aneja@paragonapparels.comw""",
parameshwari exports ltd,10.9712771,78.0746425,"No. 1/B, Kulathupalayam Road, Vengamedu Karur-639006 Karur Tamil Nadu",Karur,Tamil Nadu,India,Textile,,https://peetex.net,04324 221969 /221352/221252,"sakthi@peetex.net, accounts@peetex.net",,Manufacturer,Bedding|Kitchen Linen|Living Linen|Outdoor|Table Linen,Bedsheets|Kitchen Set|Kitchen Towel|Oven Mitten|Potholder|Curtain|Cushion|Throw|Beach Mattress|Hammocks|Napkin|Placemat|Table Mat|Table Runner,"""person 1 name=Murugaiyan Selvaraj, Periasamy Muthusamy, Muthusamy Sakthivel, person 1 role=Director, Director, Director, person 1 number=, person 1 email=accounts@peetex.net""",
paramlog fabrics pvt ltd,11.0133891,76.9456159,"No 61, Bashyakaralu Road East, R.S.Puram, Coimbatore-641002 Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,https://paramlogfabrics.com,093671 21204,"paramlog.mill@gmail.com, paramlog.fabrics@gmail.com",,,,,"""person 1 name=Naranapuram Palanisamygounder Logan, person 1 role=Director, person 1 number=, person 1 email=paramlog.fabrics@gmail.com""",
paramount surgimed ltd,28.5610731,77.2827598,"Plot 1, L.S.C, Okhla Main Road, Phase II, Okhla, Delhi-110020 Delhi Delhi",Delhi,,India,Textile,,https://paramountsurgimed.com,011 4643 6600/4643 6666,cs@paramountsurgimedltd.com,,,,,"""person 1 name=Shalini Arjun Batra, Puneet Kampani, person 1 role=Director, Director, person 1 number=, person 1 email=cs@paramountsurgimedltd.com""",
paramount textile mills pvt ltd,9.8033167,77.9419176,"Thirali, Thirumangalam Madurai-625706 Madurai Tamil Nadu",,Tamil Nadu,India,Textile,,https://paramounttextilemills.com,04549-421770,"ram@paramounttextiles.in, marketing@paramounttextiles.co.in, ptmmadurai@gmail.com",,,,,"""person 1 name=Kondalaraju Ponniah, Ramu Murugesan, person 1 role=Director, Director, person 1 number=, person 1 email=finance@paramounttextiles.co.in""",
parani spinning mills pvt ltd,10.5370992,77.9373791,"NH 44, Puddukottai Vedasandur Vedasandur-624710 Dindigul Tamil Nadu",Vedasandur,Tamil Nadu,India,Textile,,no website,04551-260 266 / 260 356,paranispg@gmail.com,,,,,"""person 1 name=Krishnasamy Sivakami, Marappa Gounder Karuppusamy, Harisastivel Radhakrishnan, Karuppusamy Janaki, person 1 role=Director, Director, Director, Director, person 1 number=, person 1 email=paranispg@gmail.com""",
paras cotspin ltd,30.1490009,76.2057992,Patiala Road Samana Samana-147101 Patiala Punjab,Majri,Punjab,India,Textile,,no website,"01764-246039, 0-98784 08272",parascotspin01@yahoo.co.in,,,,,"""person 1 name=Surinder Kumar, Dinesh Kumar Kataria, Nitasha, Krishan Gopal Duggal, person 1 role=Director, Director, Director, Director, person 1 number=98784 08272, person 1 email=parascotspin01@yahoo.co.in""",
paras ram textiles pvt ltd,30.873514,75.9491888,"C-245, Focal Point, Phase-8, Ludhiana-141003 Ludhiana Punjab",Ludhiana,Punjab,India,Textile,,https://www.parasramtextiles.com,098769-03034,"info@parasramtextiles.com, parasramtextile@gmail.com",,Manufacturer|Exporter,Men's Wear|Women's Wear|Kids Wear|Knitted Fabrics|Designer Fabrics,Men's Polo T-shirts|Round Neck T-shirts|Men's Shorts|Winter Styles|Sweat shirts|Outerwear jackets|Polar fleece printed blankets|Designer Shawls|Scarves|Cots wool fabrics|Polyster Double Jersey|Feeder & Auto Stripes,"""person 1 name=Ramesh Batra, Ved Parkash, Vijay Kumar Batra, Narinder Kumar, person 1 role=Director, Director, Director, Director, person 1 number=, person 1 email=parasramtextile@gmail.com""",
parasnath tech garments pvt ltd,26.4624859,80.3534609,"G-16, 59/132-A, Old Dal Mandi, Birhana Road, Kanpur-208001 Unnao Uttar Pradesh",Kanpur,Uttar Pradesh,India,Textile,,https://www.parasnathtechgarments.in,0512 305 1748,info@parasnathtechgarments.in,,Manufacturer,Technical Textiles|Protective Workwear|Fabrics,Aramid Fabrics|Modacrylic Fabrics|Molten Metal Protection Fabrics|Treated Flame Resistant Fabrics|Multinorm Fabrics|Fire Fighting Fabrics|High Viz Fabrics|Nylon Fabrics|Coated Fabrics|Camouflage Fabrics,"""person 1 name=Rakesh Kumar Jain, Shobha Jain, Sandip Kumar Jain, person 1 role=Director, Director, Director, person 1 number=, person 1 email=info@parasnathtechgarments.in""",
pariyur amman spinning mills pvt ltd,11.4642077,77.4271665,Palavakalipalayam P.O. Gobichettipalayam Gobichettipalayam-638452 Erode Tamil Nadu,Gobichettipalaiyam,Tamil Nadu,India,Textile,,no website,"04285 - 246097 /246515 /0-93601 19107, 9360119107",,,,,,"""person 1 name=Palanisamy Kousalya, Pudhupalaym Muthuvelappagounder, person 1 role=Director, Director, person 1 number=, person 1 email=""",
park industries pvt ltd,28.414355,77.0879685,"606, Tower A, Pioneer Urban Square, Sector 62, Gurugram Binola-122413 Gurgaon Gurgaon Haryana",Gurugram,Haryana,India,Textile,,https://parknonwoven.com,"0124-4816111, 0124-4052880","sales@parknonwoven.com, accounts@parknonwoven.com",,Manufacturer,Non Woven|Polymer Products|EPP Products|ETPU,Non Woven Fabric|Thermoplastic and Needled Punched Felt|DV 500 SILICA BLANKET|HVAC Air Filter Media|HEPA and ULPA Air Filter Media|Pocket Filter|Thermobonded and Chemically Bonded|NVH Series|PARKLite Acoustic Insulation Melt Blown Fabric|NEW LIGHTWEIGHT PP/GF MAT [LWGMT]|Polyester Spunbond Fabric|PP Oil and Chemical Absorbent Material|Activated Carbon Composite Filter Media|PP Filter Media for Respirator|Acoustic and Heat Insulating Material|Activated Carbon Melt Blown Filter Media  CarboMELT|Dust Bag Filters Nonwoven Cloth|Jute Felt|Breather Fabric|Expanded Poly Propylene (EPP)|Expanded Polystyrene|PP Boards & PP WoodPowder|Extruded Profile|Heat Protector|Hear Absorber|Baggage Tray|Seat Cushion|Trunk Box|Battery Cover|Door Impact Pad|Heat Cushion|Energy Absorbers|PP Board Trunk Times|Energy Absorbers for Bumpers|Dunnage Box|EPP for Defense|EPP Plant Pots|EPP Absorber|EPP Roller Foam|EPP Packing For Refrigerators|Thermo Box EPP|EPP Tool Box|Engineering thermoplastic polyurethanes (ETPUs),"""person 1 name=Amit Kapoor, Robin Kapoor, person 1 role=Director, Director, person 1 number=, person 1 email=accounts@parknonwoven.com""",
partap industries ltd,16.6075694,74.3602136,"Plot No. 116 to 124, Metro Hitech Coop Textiles Park, 5 Star MIDC Kagal-416216 Kolhapur Maharashtra",Kagal,Maharashtra,India,Textile,,https://www.partapgroup.in,0-95036 19191/0231-2305291,"acc@sudarshanjeans.com, partaplisting2017@gmail.com, info@sjlindia.in",,,,,"""person 1 name=Siddharth Sudarshan Bansal, Ajay Modi, Gautam Bansal, Arun Bansal, Jatin Sahni, Raj Singla, person 1 role=, Director, Director, Director, Director, Director, person 1 number=0-95036 19191, person 1 email=partaplisting2017@gmail.com""",
partap spintex pvt ltd,30.3120103,76.841615,"NH-1, Ambala Cantt Ambala-133004 Ambala Haryana",Nanhera,Haryana,India,Textile,,https://www.partapgroup.in,0171-2870087,info@partapgroup.com,,,,,"""person 1 name=Surinder Paul Bansal, Shubham Bansal, Nandini Bansal, person 1 role=Director, Director, Director, person 1 number=, person 1 email=info@partapgroup.com""",
pas cotton mills pvt ltd,9.5056471,77.6419724,"110-B, Cotton Market Srivilliputhur Road Near R.T.O. Office Rajapalayam-626117 Virudhunagar Tamil Nadu",Thiruvilliputtur state assembly constituency,Tamil Nadu,India,Textile,,no website,"9487059261/73730 73509, 9487059261","pascottonmills.mis@gmail.com, pascottonmills.mis@gmail.com",,,,,"""person 1 name=Narayana Perumal M, R Rengasamy, person 1 role=Manager HR,, person 1 number=73730 73509, person 1 email=pascottonmills.mis@gmail.com""",
pashupati cotspin ltd,23.2999623,72.2825324,"Survey No. 404, At- Balasar, Kadi-Detroj Road, Ta- Kadi Balasar-382715 Mehsana Gujarat",Balasar,Gujarat,India,Textile,,https://www.pashupatigroup.in,0-7069696161,"cfo@pashupaticotspin.com, info@pashupaticotspin.com, store@pashupaticotspin.com",,Manufacturer,Cotton Bales|Cotton Yarn|Fabric|Oil Mill Products,Cotton Bales|Cotton Yarn Single / Double|Eli Twist and Lycra Yarn|Greige Fabric|Finish Fabric|Yarn Beam|Cotton Seed|Cotton Cake|Wash Oil|Open- End Yarns,"""person 1 name=Dakshesh Jayantilal Patel, Tushar Rameshchandra Trivedi, Sheela Kirtankumar Roy, Saurin Jagdish Bhai Parikh, Sandip Ashwinbhai Parikh, person 1 role=Director, Director, Director, Director, Director, person 1 number=, person 1 email=cfo@pashupaticotspin.com""",
pashupati polytex pvt ltd,29.206202,78.9653265,"Village: Hariyawala, Hariyawala-Kunda Road, Kashipur-244713 Udhamsingh Nagar Uttaranchal",Kashipur,Uttarakhand,India,Textile,,https://www.pashupatigrp.com,"0-96340-94201/97600 46101, 9634094201","fibre@pashupatigrp.com, fabric@pashupatigrp.com",,Manufacturer|Recycler|Waste Management,Recycling Products|Packaging Products|Specialty Fiber|Additives & Master Batches,r-PET flakes|r-PET granules|rPET fibers|r-PET master batches|rPolyolefin|PP & HDPE Bags for Packaging|PP & HDPE Bags for Fabric|FIBC Liner|FIBC Bag,"""person 1 name=Bankey Bihari Goenka, Vishnu Prakash Goenka, person 1 role=Director, Director, person 1 number=0-97600 46101, person 1 email=fibre@pashupatigrp.com""",
pasupati spinning & weaving mills ltd,28.6308759,77.2238335,"1501, Nirmal Tower 26, Barakhamba Road New Delhi-110001 Delhi Delhi",New Delhi,,India,Textile,,https://www.pasupatitextiles.com,011 47632200,"ho@pasupatitextiles.com, admin@pasupatitextiles.com",,Manufacturer,Yarn|Threads,Ivory Poly|Bull|Vanish|Aura|Yarn|Threads,"""person 1 name=Vidit Jain, Ramesh Kumar Jain, Ghanshyam Dass Gupta, Umesh Chandra Tripathi, person 1 role=Director, Director, Director, Director, person 1 number=, person 1 email=abhinav.tyagi@pasupatitextiles.com""",
patchala spintex pvt ltd,16.3150823,80.4153945,"Flat No. B2, Venkatesam complex, 2nd Lane Brundavan Gardens, Guntur-522007 Guntur Andhra Pradesh",Guntur Municipal Corporation,Andhra Pradesh,India,Textile,,no website,0863 2223270/0-88868 61234,patchala.spintex@gmail.com,,,,,"""person 1 name=Chalapathi Rao Patchala, Siva Sankara Rao Patchala, Krishna Kishore Patchala, person 1 role=Director, Director, Director, person 1 number=88868 61234, person 1 email=patchala.spintex@gmail.com""",
patiala cotspin ltd,30.1475326,76.1881608,Bhawanigarh Road Samana Samana-147101 Patiala Punjab,Majri,Punjab,India,Textile,,no website,"01764-228 082, 0-9872970879",patialacotspin01@gmail.com,,,,,"""person 1 name=Surinder Pal, Sunita Rani, Dharam Pal Bansal, Ram Kumar, Kiran Bala, Sohan Lal, person 1 role=Director, Director, Director, Director, Director,, person 1 number=0-9872970879, person 1 email=patialacotspin01@gmail.com""",
patidar cotspin pvt ltd,23.0571026,72.5494019,"411, Shanti Arcade, 132ft Ring Road, Naranpura, Ahmedabad-380013 Ahmedabad Gujarat",,Gujarat,India,Textile,,https://www.patidarcotspin.com,"079-29298891 / 92 / 93, 9978442130","info@patidarcotspin.com, infopatidarcotspin@gmail.com",,,,,"""person 1 name=Suresh Bhai, Jitendrakumar Bhupatbhai Borsaniya, Gopalbhai Arvindbhai Patel, person 1 role=, Director, Director, person 1 number=9978442130, person 1 email=""",
patina designs pvt ltd,28.4982274,77.083476,"584, Udyog Vihar, Phase-5 Gurgaon-122016 Gurgaon Haryana",Gurugram,Haryana,India,Textile,,https://www.patine.co.in,"0124 4006716 /0-70531 34444, 70531 34444",info@patine.co.in,,Retail,Festive Wear|Bridal Wear|Ready-to-wear,Elyna Beige lehenga set|Ambre ink blue lehenga set|Jahanara cream chikankari lehenga set|Elyna smoke grey lehenga set|Lavender reveire victorian top|Alida reveire ivory batwing sleeve shirt|Sage green embroidered wrap top|Mauve Floral embroidered Coord Set|Lavender classic gara coord set|Mint Green Pearl Top|Blue Anna Shirt|Peach Eleanor Shirt|Blair Black Green Shirt|Black Anna Shirt|Lavender classic gara pants|Mint green embroidered co-ord Set|Ivory chikankari saree with gara border|Ivory chikankri top|Maple chikan booti parsi gara tunic|Aria chikankari booti top|Ceinwen chikankari wrap top set|Ivory chikankari with multi gara border saree|Ivory chikankari saree|Aurelia chikan booti angrakha kurta,"""person 1 name=Shon Randhawa, Ritu Mehra, Ajay Pratapray Shanghai, person 1 role=Director, Director, Director, person 1 number=, person 1 email=info@patine.co.in""",
